"id","name","component","ra","dec","proper_motion","proper_motion_dir","radial_velocity","spectral_type_full","spectral_type","spectral_type_sub","luminosity_class","visual_magnitude","absolute_magnitude","parallax","bv_color","hd_number"
13046,"NN 3235",,"03 34 39.5","-04 50 36",0.52,127.2,,"k-m",,,,13.1,12.2,66,,
13047,"NN 3236",,"03 37 14.3","+69 10 54",0.203,123,,"m",,,,14.17,12.53,47,,
13053,"NN 3239","A","03 37 32.7","+17 51 29",0.18,98,,"g-k",,,,12.74,10.91,43,,
13054,"NN 3240","B","03 37 33.7","+17 51 17",0.18,98,,"g-k",,,,13.29,11.46,43,,
13070,"NN 3247",,"03 43 22.8","-09 33 54",0.522,54.5,,"m",,,,14.7,13.8,66,,
13078,"Gl 151",,"03 44 34.6","+18 26 09",1.204,159.4,,"DQ8",,,,15.19,13.94,56.3,0.31,
13081,"NN 3248",,"03 48 38.1","+73 32 34",0.515,126.1,,"m",,,,11.31,10.13,58.1,1.54,
13085,"Gl 153","C","03 48 01.7","+68 40 41",0.309,21,,,,,,11.6,10.2,51.8,,
13094,"NN 3250",,"03 47 20.8","+08 41 47",0.789,144,,"k-m",,,,14.51,14.02,79.7,1.87,
13102,"NN 3252",,"03 50 59.9","-00 52 45",0.525,175.6,,"m",,,,18.02,17.19,68.2,,
13119,"NN 3259",,"04 00 26.9","+08 14 05",0.519,222.1,,"DC9",,,,15.87,14.64,56.7,0.69,
13131,"Gl 161.2",,"04 07 03.6","-40 45 10",0.339,344,,"k",,,,10.98,7.37,19,1.13,
13137,"NN 3266",,"04 12 16.7","+64 43 58",0.647,130,,"m",,,,13.71,13.34,84.5,1.69,
13141,"GJ 1068",,"04 10 25.8","-53 36 16",2.521,198.1,27,"pec",,,,13.58,13.1,80,1.93,
13144,"NN 3268",,"04 12 41.0","-53 51 59",0.838,39.2,,"m",,,,13.87,11.88,40,1.56,
13151,"GJ 2033",,"04 16 42.0","-12 33 27",0.256,340,,"k-m",,,,10.87,11,106,1.55,
13160,"NN 3274",,"04 21 49.8","+21 19 45",0.254,151,,"k-m",,,,13.03,11.1,42,1.56,
13161,"GJ 1070",,"04 22 32.9","+39 00 46",0.712,136.2,,"k-m",,,,15.27,13.92,53.7,1.71,
13163,"Gl 168.1",,"04 22 10.1","+19 28 55",0.003,18.4,,,,,,15.04,14.3,70.1,1,
13164,"Gl 168.2",,"04 22 13.7","+19 29 07",0.28,148,,"m",,,,15.77,14.6,59.1,1,
13165,"NN 3276",,"04 22 14.7","+15 30 53",0.07,115,,"m",,,,17,15,42,,
13169,"NN 3279",,"04 22 12.8","-57 26 39",0.534,208.5,,"m",,,,11.8,10.9,65,,
13170,"NN 3280",,"04 24 49.3","+32 26 56",0.274,121,,"k-m",,,,12.44,10.4,39,1.51,
13172,"NN 3282","A","04 25 14.8","+08 02 54",0.145,86,,"m",,,,12.63,10.75,42,,
13173,"NN 3283","B","04 25 16.8","+08 04 00",0.145,86,,"m",,,,14.97,13.09,42,,
13175,"NN 3285",,"04 25 53.4","+12 11 46",0.261,210,,"DC8",,,,15.5,15,81,,
13179,"NN 3287",,"04 27 41.5","+59 35 19",0.234,151,,"m",,,,14.45,12.72,45,,
13180,"NN 3288",,"04 26 20.7","+04 32 33",0.856,132.3,,"DC9",,,,17.11,15.28,43,1.1,
13181,"NN 3289",,"04 26 20.2","+03 36 34",1.033,186.4,,"m",,,,18.32,17.16,58.7,,
13184,"NN 3291",,"04 27 53.5","+11 46 55",0.575,147.3,,"k",,,,13.85,12.02,43,,
13210,"NN 3304",,"04 38 12.5","+28 13 00",0.366,98,,"m",,,,12.53,12.53,100,1.65,
13202,"NN 3301","AB","04 35 55.4","+16 30 39",0.094,112.1,54,"K","K",,,11.2,9.4,43.1,,
13213,"NN 3306",,"04 37 48.8","-08 49 12",1.52,171.2,,"DQ7",,,,13.77,13.88,105.1,0.33,
13215,"Wo 9160","B","04 38 10.5","-14 18 13",0.176,207.5,,,,,,7.3,5.4,41,,
13217,"Gl 173.1","B","04 39 43.6","+09 51 38",0.358,179,,"k-m",,,,14.19,12.66,49.4,1.57,
13222,"Gl 174.1","B","04 40 33.8","-41 51 50",0.166,242.7,,,,,,12.5,10.8,44.8,,
13224,"Gl 175","B","04 40 18.5","-58 56 39",0.166,11.8,,,,,,7.4,5.4,39,,
13228,"NN 3308",,"04 43 26.4","+19 00 18",0.03,29,,,,,,13.4,11.4,40.3,,
13230,"NN 3310",,"04 44 37.2","+29 49 13",0.271,214,,"k-m",,,,13.45,11.7,45,1.6,
13231,"NN 3311",,"04 46 18.8","+48 44 52",1.204,122.5,,"m",,,,17.29,15.86,51.8,,
13234,"NN 3313",,"04 47 11.2","+02 09 36",0.26,268,,"k",,,,11.34,10,53,1.48,
13237,"NN 3315",,"04 50 15.4","+45 58 50",0.319,139,,"k-m",,,,11.79,9.9,41,1.47,
13239,"NN 3316",,"04 50 51.0","+26 07 17",0.617,111.9,,"m",,,,12.84,10.8,39,1.54,
13240,"GJ 1072",,"04 50 50.8","+22 07 25",0.744,123.6,,"m",,,,15.21,14.48,71.4,1.95,
13243,"GJ 1073",,"04 52 35.8","+40 42 20",1.633,133.2,,"k",,,,13.43,12.87,77.4,1.61,
13250,"GJ 2036","B","04 53 29.9","-55 51 08",0.13,59,,,,,,12.15,12,95,1.6,
13284,"NN 3333",,"05 07 49.1","+17 58 57",0.287,160,,"k",,,,11.78,11.32,81,1.66,
13293,"NN 3337",,"05 10 57.9","+18 37 37",0.682,199.4,,"m",,,,14.2,12.4,43,,
13300,"NN 3340",,"05 15 08.3","-07 20 50",0.545,145.4,,"m",,,,11.55,9.51,39,,
13305,"NN 3341",,"05 15 46.9","-31 17 43",0.576,63.8,,"m",,,,12.15,10.56,48,,
13308,"NN 3342","A","05 20 41.2","+58 47 36",0.526,160.3,,"m",,,,13.44,11.4,39,1.62,
13309,"NN 3343","B","05 20 40.2","+58 47 18",0.526,160.3,,"m",,,,14.03,11.99,39,1.64,
13314,"Gl 199","B","05 18 47.5","-21 23 40",0.14,253,,,,,,13.5,12.4,61,,
13315,"Gl 200.1",,"05 17 53.6","-53 40 54",0.512,154.2,,"k",,,,13.19,11.45,44.9,1.16,
13342,"GJ 1081",,"05 33 17.8","+44 48 58",0.369,172,,"k-m",,,,12.21,11.3,65.9,1.6,
13363,"GJ 1083","AB","05 40 25.9","+24 48 09",0.364,163,,"m",,,,14.85,14.78,96.7,1.88,
13368,"GJ 2045",,"05 42 12.9","-05 27 55",0.971,352.3,,"m",,,,15.28,14.74,78.1,1.86,
13372,"NN 3364",,"05 47 41.4","+69 44 39",0.915,125.9,,"m",,,,16.47,14.61,42.4,1.69,
13377,"NN 3366",,"05 47 08.5","-05 12 21",0.804,135.9,,"m",,,,14.54,13.52,62.5,1.78,
13421,"Wo 9201",,"06 04 16.3","-55 18 13",0.76,65.7,6,"k",,,,12.15,10.16,40,1.46,
13397,"GJ 1087",,"05 56 25.4","+05 21 46",1.056,207,,"DAP9","A",,,14.1,14.59,125.1,0.6,
13428,"Gl 228","B","06 10 55.1","+10 19 06",0.97,175.8,,,,,,12.5,12.5,100.8,,
13434,"NN 3388",,"06 14 02.2","+51 40 09",0.37,258,,"m",,,,12.86,11.56,55,,
13437,"Wo 9206",,"06 11 01.7","-65 12 13",0.764,167.1,,"k",,,,11.35,9.19,37,1.46,
13443,"Gl 231.1","B","06 17 10.9","+05 07 04",0.29,302,8.9,"m+",,,,13.42,12.35,61,1.41,
13491,"GJ 1091",,"06 48 49.7","+37 08 35",0.14,263,,,,,,13.34,11.57,44.3,1.35,
13492,"GJ 1092",,"06 49 05.2","+37 06 56",1.618,172.3,,"m",,,,13.76,13.16,75.8,1.66,
13498,"NN 3413",,"06 52 31.8","+18 16 27",0.208,40,,"m",,,,13.18,11.8,53,,
13507,"NN 3414",,"06 56 23.1","+54 58 25",0.706,199.2,,"k-m",,,,11.8,10.6,58.6,,
13548,"NN 3431","B","07 10 14.1","+37 40 09",0.367,220,,"DQ8",,,,15.68,13.77,41.5,0.3,
13555,"GJ 1096",,"07 16 17.6","+33 09 07",0.426,198,,"m+",,,,14.48,13.61,67.1,1.75,
13561,"NN 3437",,"07 17 30.0","+19 34 15",0.426,233.3,,"m",,,,12.8,11.14,46.6,1.56,
13565,"Wo 9231","B","07 18 05.4","+16 32 23",0.062,229.7,,,,,,10,8,46,,
13571,"NN 3439",,"07 22 42.4","+30 40 13",0.715,214,,"k-m",,,,13.34,11.46,42,1.5,
13527,"Gl 261",,"07 01 53.2","-06 27 13",0.898,185,,"DA","A",,,15.27,14.8,79,0.88,
13596,"NN 3448","B","07 32 02.2","+17 19 09",0.27,238,,"m",,,,12.95,10.98,40.4,,
13598,"NN 3450","B","07 32 05.9","-08 52 53",0.185,209.9,,,,,,8.6,6.9,46,,
13617,"Gl 280","B","07 39 18.0","+05 13 31",1.247,214.5,,"DA","A",,,10.7,13,285.8,,
13600,"NN 3451",,"07 33 52.5","+22 23 33",1.104,122.8,,"m",,,,16.46,14.51,40.7,1.6,
13605,"NN 3453",,"07 34 38.7","+22 20 13",0.2,119,,"k",,,,11.53,10.2,55,1.5,
13606,"GJ 1099",,"07 34 18.0","+00 59 05",0.628,175.6,,"m",,,,11.93,11.1,68.2,1.47,
13609,"NN 3454",,"07 36 25.1","+07 04 44",0.354,145,,"m",,,,13.22,14.27,162,,
13611,"NN 3455",,"07 36 10.1","-51 54 53",0.612,41,,"m",,,,12.45,11.41,62,,
13612,"NN 3456",,"07 49 19.4","+84 58 30",0.373,204,,"m",,,,12.8,11.21,48,,
13613,"NN 3457","A","07 39 35.4","+33 27 50",0.243,222,,"m",,,,11.83,8.94,26.4,1.46,
13614,"NN 3458","B","07 39 36.4","+33 27 56",0.243,222,,"m+",,,,18,15,26.4,,
13615,"NN 3459",,"07 38 40.8","-21 13 25",0.681,138.1,,"m",,,,11.7,11.2,79,,
13622,"Gl 283","A","07 40 20.7","-17 24 52",1.252,116.6,11,"DZQ6",,,,13,13.25,112,0.24,
13623,"Gl 283","B","07 40 20.7","-17 24 52",1.252,116.6,,"m",,,,16.42,16.67,112,1.83,
13624,"NN 3461",,"07 41 53.2","+05 02 26",0.285,253,,"m",,,,12.71,11.12,48,,
13625,"NN 3462",,"07 43 11.4","+18 10 43",0.5,188.5,,"k-m",,,,11.34,9.79,49,1.4,
13632,"Gl 288","B","07 45 43.2","-33 55 15",1.63,348,,"m",,,,16.59,15.57,62.5,1.2,
13634,"GJ 1101",,"07 55 57.0","+83 23 05",0.646,205.2,,"m",,,,13.09,12.61,80.1,1.68,
13636,"GJ 1102","A","07 50 15.0","+07 11 35",1.778,173.2,,"DC9",,,,16.69,15.53,58.6,1.1,
13680,"NN 3479",,"08 06 49.0","+36 45 37",0.395,199,,"m",,,,12.95,11.61,54,,
13681,"NN 3480",,"08 08 11.9","+58 30 43",0.181,248,,"m",,,,12.69,11.18,50,,
13687,"NN 3482","B","08 08 12.5","+21 06 09",0.487,227.2,,"m",,,,11,9.9,59,,
13690,"NN 3483",,"08 06 51.7","-66 18 01",0.473,128,,"DQ5",,,,13.92,12.09,43,0.05,
13691,"NN 3484",,"08 09 31.4","+21 54 17",0.338,258,,"m",,,,11.81,10.3,50,1.53,
13693,"NN 3485",,"08 10 54.1","+03 58 34",0.35,164,,"m",,,,13.51,12.21,55,,
13697,"Gl 298",,"08 09 58.2","-52 58 07",0.82,319.5,85,"m",,,,11.77,10.93,68,1.5,
13699,"NN 3486",,"08 04 37.4","-83 13 36",0.61,307.5,,"m",,,,12.55,10.82,45,,
13752,"NN 3508",,"08 37 07.5","+15 07 46",0.897,188,,"k",,,,11.8,10.9,65,,
13756,"NN 3509",,"08 41 02.6","+67 39 23",0.723,245.2,,"m",,,,14.68,12.77,41.5,1.68,
13760,"NN 3510","A","08 39 48.3","+08 56 20",0.285,320,,"m+",,,,12.93,10.94,40,1.58,
13761,"NN 3511","B","08 39 48.3","+08 56 20",0.285,320,,"m+",,,,12.96,10.97,40,,
13763,"NN 3512",,"08 41 20.4","+59 29 50",1.31,191.2,,"m",,,,15.05,15.05,100.2,1.93,
13765,"Gl 316.1",,"08 40 30.1","+18 23 56",0.908,240,,"m",,,,17.68,16.7,64.5,2.02,
13766,"Gl 317",,"08 40 58.9","-23 27 22",0.93,329.2,-53,"m",,,,11.98,11.68,87,1.52,
13795,"NN 3517",,"08 53 36.0","-03 29 28",0.576,250.2,,"m",,,,18.8,19.14,116.8,,
13797,"Gl 326","B","08 54 05.6","-13 07 29",0.622,148.2,,,,,,12.8,12,68.7,,
13801,"NN 3518",,"08 55 20.3","-23 52 16",0.596,274.4,,"m",,,,14,13.6,82,,
13804,"NN 3520",,"08 59 59.8","+72 57 43",0.893,90.4,,"m",,,,14.32,13.63,72.8,1.7,
13805,"NN 3521",,"08 55 17.2","-71 35 33",0.544,334.2,,"m",,,,14.5,12.6,41,,
13806,"GJ 1116","A","08 58 14.9","+19 45 44",0.874,267.7,-34,"m",,,,14.06,15.47,191.3,1.84,
13807,"GJ 1116","B","08 58 14.9","+19 45 50",0.874,267.7,,"m",,,,14.92,16.33,191.3,1.93,
13811,"Gl 331","C","08 59 12.8","+48 02 32",0.5,242.4,,,,,,11,10.3,71.3,,
13812,"GJ 1117",,"08 59 14.5","+32 57 07",0.314,271,,"DQ6",,,,15.18,13.64,49.2,0.01,
13813,"NN 3522",,"08 58 56.1","+08 28 27",0.459,134.2,,"k",,,,10.89,12.64,224,1.67,
13815,"GJ 1118",,"08 59 05.7","-31 13 19",1.005,136.6,50,"k-m",,,,13.8,12.76,62,1.64,
13816,"GJ 1119",,"09 00 32.8","+46 35 06",0.712,221,,"m",,,,13.32,13.24,96.6,1.72,
13819,"NN 3524",,"09 00 52.1","+48 25 19",1.13,193.3,,"k-m",,,,14.13,12.66,50.7,1.7,
13825,"NN 3526",,"09 02 52.2","+68 03 40",0.419,31,,"m",,,,12.65,12.61,98.3,,
13828,"NN 3527",,"09 01 10.2","+01 56 32",0.384,258,,"k",,,,11.82,10.3,49,1.5,
13829,"NN 3528",,"09 02 19.8","+08 28 06",0.6,106.2,,"k",,,,11.75,10.64,60,1.45,
13830,"NN 3529",,"09 05 31.7","+73 14 46",0.56,215.7,,"DC9",,,,16.97,15.03,41,,
13862,"Gl 338.1","B","09 17 31.1","+77 14 39",1.055,269.5,,,,,,11,9.1,41.6,,
13864,"Gl 339.1",,"09 15 56.6","+53 25 27",1.55,223.5,,"DXP7",,,,13.85,13.78,96.7,0.34,
13867,"NN 3542",,"09 17 47.3","+58 25 22",1.134,180.6,,"m",,,,15.11,14.17,64.8,1.85,
13872,"NN 3545",,"09 16 28.7","-62 04 22",0.923,314.4,,"m",,,,12.7,11.6,59,,
13874,"NN 3547",,"09 19 23.3","+62 03 15",0.425,217.2,,"m",,,,11.28,9.4,42,,
13875,"NN 3548","A","09 18 46.1","+26 45 10",0.382,210,,"k-m",,,,11.77,10.3,50,1.5,
13876,"NN 3549","B","09 18 41.1","+26 45 52",0.382,210,,"m",,,,16,14,50,,
13877,"GJ 1122","A","09 19 19.4","+38 31 19",0.25,272,,"m",,,,14.52,13,49.6,1.68,
13878,"GJ 1122","B","09 19 19.4","+38 31 25",0.25,272,,"m",,,,14.67,13.15,49.6,1.68,
13879,"NN 3550",,"09 21 19.1","+73 06 47",0.996,249.8,,"m",,,,15.02,14.7,87,1.9,
13881,"Gl 340.1","B","09 17 17.6","-68 41 23",0.108,247,,,,,,6.13,3.37,28,,
13884,"NN 3552",,"09 20 20.8","+26 43 44",1.007,120.8,-7,"m",,,,15.56,13.98,48.3,1.92,
13885,"GJ 1123",,"09 16 55.8","-77 50 19",1.023,139.3,0,"m",,,,13.1,13.55,123,1.64,
13887,"NN 3553",,"09 20 58.5","+03 22 05",1.178,163.2,,"m",,,,13.33,12.25,60.8,1.6,
13888,"NN 3554",,"09 21 49.3","+43 30 25",0.309,250,,"m",,,,14.02,12.84,58,,
13895,"NN 3556",,"09 27 30.7","+50 39 14",0.228,235,,"m",,,,11.93,10.34,48,,
13837,"NN 3534",,"09 08 51.9","+51 36 18",0.142,255.8,-0.1,"A m","A",,,4.48,2.75,45,0.27,78209
13931,"NN 3562",,"09 37 03.9","+40 34 39",0.188,244,,"m",,,,14.03,12.39,47,,
13946,"GJ 1128",,"09 42 53.0","-68 53 09",1.12,356.8,-21,"m",,,,12.78,13.81,161,1.73,
13949,"GJ 1129",,"09 44 47.8","-18 12 46",1.633,264,9,"m",,,,12.6,12.56,98,1.59,
13951,"NN 3566",,"09 46 09.2","-04 25 45",0.547,287.6,,"m",,,,14.15,13.08,61,,
13953,"NN 3568",,"09 47 35.0","+12 56 39",0.246,340,,"m",,,,13.38,12.04,54,,
13955,"NN 3569",,"09 50 16.0","+53 15 09",0.268,265,,"DQ6",,,,15.2,13.41,43.9,0.13,
13957,"Gl 368.1","B","09 48 46.9","-52 36 54",0.358,312.5,,,,,,12,10.3,45,,
13982,"GJ 2077",,"10 01 49.5","+14 41 26",0.314,274,-140,"DC7",,,,15.37,13.68,46,0.36,
13986,"NN 3582",,"10 02 42.2","+14 59 11",0.279,150,,"m",,,,14.23,13,56,1.7,
13987,"NN 3583",,"10 03 33.1","+05 57 44",0.659,257.8,,"m",,,,13.17,11.48,46,,
13990,"GJ 1131",,"10 07 59.1","+69 14 43",0.872,269.6,,"m",,,,14.34,13.09,56.3,1.75,
13994,"NN 3586",,"10 09 29.6","+51 16 59",0.927,209.3,,"k-m",,,,13.47,12.85,75,1.66,
13996,"Gl 379","B","10 10 59.2","+75 08 27",0.349,40,,,,,,10.3,9,54.2,,
13998,"Gl 379.1","B","10 09 31.5","-35 51 27",0.442,271.2,,,,,,10.9,9.2,46.7,,
13644,"Gl 291","B","07 51 45.9","-13 53 50",0.35,191,,"G4 V","G",4,"V",6.17,5.16,62.7,0.65,
14008,"Gl 384","B","10 12 55.7","-47 28 34",0.269,302.7,,,,,,10.9,8.2,29,,
14009,"Gl 385",,"10 07 38.4","-85 07 12",0.01,158,,,,,,10.22,9,56.6,0.34,
14015,"NN 3590",,"10 15 07.0","+31 25 04",0.239,183,,"m",,,,13.6,12.3,55,,
14016,"GJ 1132",,"10 14 50.6","-47 09 17",1.137,292.2,-1,"k",,,,13.5,12.32,58,1.72,
14017,"NN 3591",,"10 11 20.3","-82 52 26",0.556,303.7,,"k",,,,11.07,9.03,39,1.42,
14018,"NN 3592",,"10 15 00.8","-56 09 54",0.136,298,11,"DZ9",,,,15.1,14.87,90,0.68,
14060,"NN 3609","C","10 31 03.6","-21 38 49",0.429,144,,,,,,13.13,11.3,43,1.57,
14062,"Wo 9333",,"10 32 47.1","-41 27 53",0.1,96,,,,,,11.12,9.2,41,0.9,
14063,"NN 3610","A","10 34 29.8","+46 18 13",0.411,257,,"m",,,,13.13,11.58,49,,
14064,"NN 3611","B","10 34 25.9","+46 18 25",0.411,257,,"m+",,,,15.5,14,49,,
14065,"NN 3612",,"10 35 27.9","+69 26 59",1.752,250.5,,"k-m",,,,11.93,11.32,75.6,1.55,
14068,"NN 3613",,"10 38 29.6","+48 31 43",0.216,248,,"m",,,,13.49,11.71,44,,
14069,"NN 3614",,"10 38 55.8","-20 40 59",0.628,330.3,,"DQP9",,,,16.46,15.65,69,,
14070,"Gl 399",,"10 39 40.6","-06 55 27",0.725,261.2,,"m",,,,11.3,11.03,88.5,1.53,
14072,"GJ 1134",,"10 41 38.2","+37 36 36",1.505,256.1,10,"m",,,,12.98,12.9,96.2,1.68,
14074,"GJ 1136","B","10 41 51.3","-36 37 52",0.169,291.9,,,,,,11.67,10.41,56,1.52,
14077,"NN 3616","A","10 44 52.9","+32 24 45",0.213,277,,"m",,,,13.55,11.77,44,,
14078,"NN 3617","B","10 44 54.9","+32 24 27",0.213,277,,"m",,,,15.5,13.7,44,,
14080,"Gl 400","B","10 45 21.0","+38 30 45",0.16,346.5,-4.1,,,,,12.2,11.8,81.5,,
14081,"NN 3618",,"10 44 31.9","-61 11 38",1.657,348.1,,"m",,,,13.92,15.66,222.8,1.82,
14083,"Gl 401","B","10 45 38.7","-19 06 51",1.98,250.5,,"DQ9",,,,16.5,15.9,77.3,,
14084,"NN 3619",,"10 46 04.1","+09 41 52",0.288,201,,"m",,,,13.55,11.72,43,,
14088,"NN 3623",,"10 48 32.9","+19 09 04",0.246,109,,"m",,,,13.45,11.57,42,,
14089,"NN 3624",,"10 49 03.4","+05 02 24",0.624,216.6,,"m",,,,19.11,17.17,40.9,,
14049,"NN 3605",,"10 28 33.8","-00 00 27",,,,"DA","A",,,13.83,12.53,55,,
14119,"NN 3637",,"11 01 19.1","+03 00 19",1.103,112.3,,"m",,,,14.07,13.35,71.9,1.73,
14126,"NN 3639",,"11 03 09.6","+36 39 10",0.185,280,,"m",,,,13.67,12.21,51,,
14129,"NN 3641",,"11 05 33.8","+45 00 32",0.27,139,,"m",,,,11.11,9.23,42,1.48,
14143,"NN 3646",,"11 10 51.5","+47 56 59",0.586,210.6,,"m",,,,14.52,12.83,46,,
14204,"NN 3667",,"11 29 18.9","+18 16 40",,,,"DC8",,,,13.79,14.07,114,,
14208,"NN 3668",,"11 31 07.8","-14 57 16",1.393,164,,"m",,,,14.29,13.75,78,1.81,
14217,"Gl 432","B","11 34 30.1","-32 50 00",1.061,320.8,,"m",,,,15,15,101.7,,
14219,"NN 3672",,"11 35 07.1","-05 39 23",0.994,161.6,,"m",,,,15.1,14,60,,
14259,"NN 3688",,"11 48 19.2","-11 17 11",0.836,268.9,,"k",,,,12.9,11.12,44,1.46,
14262,"GJ 1151",,"11 50 58.4","+48 22 36",1.821,237.5,-34,"m",,,,13.25,13.68,121.8,1.84,
14266,"NN 3690","B","11 52 18.1","+10 01 00",0.34,289,,"m",,,,15,14,63,,
14268,"Gl 451","B","11 52 58.6","+37 43 10",7.053,145.4,,,,,,12,12,116,,
14269,"NN 3691",,"11 52 57.8","+24 28 40",0.298,282,,"m",,,,14.6,13.26,54,,
14271,"Gl 452","B","11 53 16.9","-07 22 31",0.538,198.3,,"f",,,,19.4,19,82.2,,
14277,"Gl 452.2","B","11 54 25.9","-37 44 57",0.316,280.8,,,,,,8.1,5.3,28,,
14282,"Gl 452.5","B","11 55 01.4","-56 05 46",0.299,131.8,55.7,,,,,7.7,5.3,33,,
14316,"NN 3709","B","12 11 17.1","-19 58 19",0.255,231,,"m",,,,12.62,11.97,74,1.68,
14322,"NN 3713",,"12 12 11.2","+48 49 05",0.36,143,,"m",,,,12.91,11.18,45,,
14324,"Gl 458","B","12 12 21.5","+54 29 18",0.244,70.3,,"m",,,,13.33,12.71,75.1,1.61,
14331,"GJ 1154","AB","12 14 16.6","+00 37 17",0.985,253,,"m",,,,13.73,14.09,118.2,1.77,
14332,"NN 3717",,"12 14 26.1","+24 35 26",0.363,175,,"m",,,,12.16,10.22,41,1.48,
14335,"NN 3718",,"12 15 28.0","+39 11 17",0.319,280,,"m",,,,11.89,9.9,40,,
14341,"NN 3720",,"12 18 45.0","+29 45 34",0.408,213,,"m",,,,16.32,15.4,65,1.98,
14338,"GJ 1155","B","12 16 51.3","+02 58 10",0.706,292.5,,"DA s","A",,,15.32,13.63,46,0.38,
14373,"Gl 469.2","B","12 30 04.9","-13 23 36",0.253,260.7,,,,,,9.2,7.6,47.4,,
14377,"NN 3733",,"12 32 20.5","+31 35 55",0.477,294.3,,"m",,,,13.22,11.28,41,,
14356,"GJ 2092",,"12 26 38.2","-66 12 46",0.186,182,55,"DA/F","F",,,13.97,13.57,83,0.4,
14387,"GJ 1161","B","12 35 37.8","-34 54 17",0.228,251,,,,,,11.91,10.87,62,1.6,
14389,"Gl 478",,"12 36 50.1","-76 57 16",0.849,265,-106,"m",,,,11,8.31,29,1.3,
14395,"GJ 1162",,"12 38 47.2","-04 19 27",0.74,253.1,,"m",,,,13.52,12.04,50.5,1.6,
14398,"NN 3738",,"12 39 04.7","+47 02 22",0.368,101,,"m",,,,12.14,10.55,48,,
14399,"NN 3739",,"12 39 43.8","+25 30 49",0.224,229,,"m",,,,14.81,13.17,47,1.63,
14404,"NN 3740",,"12 42 16.7","-71 37 51",0.706,269.2,,"k-m",,,,13.5,12.28,57,,
14405,"NN 3741","A","12 41 37.5","+48 14 24",0.273,135,,"m",,,,11.66,9.88,44,,
14406,"NN 3742","B","12 41 38.5","+48 14 24",0.273,135,,"m",,,,14.8,13,44,,
14408,"NN 3744",,"12 42 25.1","+77 53 21",0.803,304.5,,"m",,,,15.84,14.4,51,1.86,
14412,"NN 3745",,"12 45 47.2","+52 55 22",0.252,281,,"m",,,,14.42,12.73,46,,
14319,"NN 3712","B","12 11 26.8","+53 25 06",0.22,231.9,-4,"K3","K",3,,8.23,6.45,44,,
14446,"Gl 491","B","12 59 01.8","-09 50 01",0.851,283.5,,,,,,12.5,10.6,42,,
14447,"NN 3757",,"12 59 24.1","+07 43 56",0.7,270.6,,"m+",,,,16,14.6,52,,
14449,"Gl 492",,"13 00 09.2","+03 28 38",0.963,207.5,,"DC9",,,,15.79,14.82,63.9,0.64,
14455,"Gl 496","B","13 03 46.0","-20 34 58",0.141,84.3,28,,,,,6.4,4.5,42,,
14460,"Gl 499","B","13 06 15.4","+20 43 43",0.084,315.6,-2.5,,,,,14.9,13.7,58.3,,
14463,"NN 3762",,"13 06 47.1","+30 51 35",0.502,159.9,,"m",,,,15.48,14.4,60,1.86,
14464,"GJ 2097",,"13 07 02.3","+20 48 57",0.082,241,-7,"m",,,,12.58,13.55,156,1.62,
14468,"NN 3763",,"13 08 50.2","+16 22 05",0.541,252.5,,"m",,,,12.99,11,40,,
14476,"NN 3766",,"13 11 21.1","+28 33 41",0.643,221.9,,"m",,,,15.89,14.4,50,1.86,
14511,"NN 3780",,"13 23 37.8","-25 54 43",0.662,250.4,,"m",,,,12.9,12.39,79,,
14530,"NN 3787",,"13 30 26.0","-52 03 29",0.684,236.3,,"m",,,,13.1,11.4,46,,
14534,"GJ 1171",,"13 30 31.2","+19 09 28",1.397,200.5,,,,,,14.73,13.93,69.1,1.8,
14537,"NN 3790",,"13 31 50.6","+23 23 20",0.282,279,,"m",,,,12.26,10.75,50,,
14539,"Wo 9448","B","13 31 58.6","+31 08 01",0.141,281.4,,,,,,11.3,9.7,48.3,,
14561,"Gl 520","C","13 37 40.1","+48 08 16",0.239,242,,"m",,,,14.46,12.68,44,1.66,
14568,"NN 3797",,"13 40 17.9","+47 12 32",0.585,148.1,,"m",,,,15.3,13.57,45.1,1.73,
14570,"Gl 521.2","B","13 40 24.8","+50 31 00",0.15,292,-13.6,,,,,10.46,8.36,38,1.36,
14571,"NN 3798",,"13 41 11.2","+30 01 57",1.599,273.7,,"m",,,,15.83,14.09,44.8,1.75,
14572,"NN 3799",,"13 41 32.4","+14 49 26",0.253,284,,"k-m",,,,12.09,10.3,43,1.5,
14574,"NN 3800",,"13 42 10.1","-16 00 19",0.51,268.5,,"m",,,,13.5,13.1,82,,
14577,"NN 3802",,"13 43 01.0","+09 04 25",0.348,250,,"m",,,,13.09,11.63,51,,
14578,"Gl 524",,"13 44 48.4","-54 06 21",0.44,214,,"k",,,,12.5,11.79,72.2,1.54,
14587,"GJ 1177","B","13 47 43.1","-32 25 53",0.121,120.8,,,,,,9.12,8.31,69,1.36,
14592,"GJ 1179","B","13 48 03.2","+23 34 48",1.484,275.6,,"DC9",,,,15.65,15.26,83.4,1.1,
14595,"NN 3808",,"13 48 48.6","+04 06 03",0.183,179,,"m",,,,14.34,13.27,61,,
14601,"NN 3811",,"13 51 20.2","-53 32 17",0.552,139.8,,"m",,,,12.9,11.4,50,,
14605,"GJ 1180",,"13 51 59.9","+26 38 12",0.052,244,-20.1,,,,,10.83,10.23,76,0.75,
