"id","name","component","ra","dec","proper_motion","proper_motion_dir","radial_velocity","spectral_type_full","spectral_type","spectral_type_sub","luminosity_class","visual_magnitude","absolute_magnitude","parallax","bv_color","hd_number"
12652,"Gl 55.1","A","01 15 01.3","-68 49 10",0.414,73.9,,"K2 V","K",2,"V",7.8,6.42,53,0.98,7693
12660,"Gl 56",,"01 17 33.6","-15 30 12",0.544,150.1,-8.8,"K3 V","K",3,"V",9.77,6.84,26,1,7808
12646,"Gl 54.2","A","01 14 24.2","-07 55 25",0.303,23.7,21.2,"F5 V","F",5,"V",5.14,3.91,56.8,0.45,7439
15407,"Gl 743.1","B","19 06 24.7","-37 03 46",0.289,160.9,-51.3,"F8 V","F",8,"V",5,4.16,68,,177475
15386,"Gl 736",,"18 55 41.0","+04 15 57",0.099,181.7,20.1,"G8 V","G",8,"V",8.03,6.15,42,0.9,175541
15437,"GJ 1233",,"19 12 10.8","+57 40 17",0.451,26.7,-26.3,"G8 V","G",8,"V",7.04,5.7,54,0.79,180161
15450,"Gl 754.2",,"19 19 38.7","+37 19 53",0.169,196,1.8,"G8 V","G",8,"V",6.31,5.2,60,0.68,181655
15519,"Gl 768.1","A","19 51 01.8","+10 24 59",0.274,120,-0.2,"F8 V","F",8,"V",5.11,3.96,59,0.55,187691
15544,"Gl 773.4",,"20 00 20.1","-33 42 16",0.315,155.6,-8.2,"F8 V","F",8,"V",5.66,4.22,51.6,0.49,189245
15549,"Gl 775.1",,"20 02 34.2","+15 35 34",0.598,195.9,20,"G8 V","G",8,"V",7.16,5.43,45,0.71,190067
15626,"Gl 795","B","20 39 37.3","+04 58 19",0.882,84.1,,"K8 V","K",8,"V",9.4,8.4,63.5,,
15623,"Gl 794.2",,"20 40 02.5","-60 32 57",0.65,151.8,-31.6,"F8 V","F",8,"V",5.12,3.82,55,0.53,196378
15580,"NN 4138",,"20 11 25.5","+38 24 00",0.122,16.3,-6,"G8 V","G",8,"V",7.95,6.01,41,0.86,192020
15627,"Gl 796",,"20 40 11.3","-23 46 27",0.678,46.8,-45.3,"G8 V","G",8,"V",6.36,5.59,70.1,0.72,196761
15628,"GJ 1255","-","20 51 44.5","+74 46 46",0.705,35.1,-29.9,"G8 V","G",8,"V",7.8,6.05,44.7,0.7,199476
15675,"Gl 811",,"20 56 47.1","-26 17 47",0.115,121.1,-16.1,"F8 V","F",8,"V",5.7,3.97,45,0.5,199260
15755,"Gl 827",,"21 26 26.5","-65 21 56",0.805,6.7,-29.4,"F8 V","F",8,"V",4.22,4.53,115.5,0.49,203608
15902,"Gl 851.3",,"22 14 38.3","-15 49 04",0.354,180.7,11.9,"G8 V","G",8,"V",6.54,6.14,83,0.9,211038
15953,"Wo 9787",,"22 33 31.0","-35 26 43",0.355,111.2,-51.3,"G8 V","G",8,"V",7.79,6,43.8,0.72,213628
15976,"Gl 869",,"22 40 55.6","-31 59 24",0.356,87.3,-21,"G8 V","G",8,"V",7.39,5.56,43,0.8,214759
12703,"Gl 62",,"01 37 08.5","-29 23 36",0.296,102.3,11.2,"K0 V","K",0,"V",8.14,5.92,36,0.86,10002
12716,"Gl 66","A","01 39 47.5","-56 11 42",0.278,84.6,19.5,"K2 V","K",2,"V",5.8,6.66,148.9,0.86,10361
12698,"Gl 60","A","01 35 01.0","-29 54 35",0.198,52.6,34.2,"K3 V","K",3,"V",7.78,6.6,58,0.92,9770
12699,"Gl 60","B","01 35 01.0","-29 54 35",0.198,52.6,,"K4 V","K",4,"V",8,6.8,58,,
12633,"Wo 9043",,"01 08 57.7","-30 55 50",0.223,125.3,7.9,"G8/K0 V","G",8,"V",9.1,5.71,21,0.79,6880
12651,"Gl 55",,"01 15 11.2","-45 31 54",0.688,74.6,11.6,"F8 V","F",8,"V",4.96,4.53,82,0.58,7570
16112,"Wo 9829",,"23 31 31.0","-04 05 12",0.259,137.1,-13.1,"F8 V","F",8,"V",6.49,4.45,39,0.54,221356
16124,"Gl 900.1",,"23 35 34.8","-46 56 44",0.349,145.9,-5,"G8 V","G",8,"V",8.54,5.61,26,0.79,221818
16200,"NN 4384","AB","23 59 29.2","+33 43 25",0.107,211.8,-7.6,"F8 V","F",8,"V",6.47,4.25,36,0.55,224635
12474,"Gl 17",,"00 20 04.5","-64 52 29",2.072,55.7,9,"F9 V","F",9,"V",4.22,4.94,139,0.58,1581
12570,"Gl 36",,"00 49 26.6","-23 12 46",0.534,77.8,5,"G9 V","G",9,"V",7.16,6.14,62.5,0.78,4747
12891,"Gl 105.6",,"02 42 14.9","+40 11 36",0.184,186,-22.8,"F9 V","F",9,"V",4.92,3.07,42.7,0.59,16739
13061,"Gl 147.1",,"03 40 21.9","-03 13 03",0.724,106.9,120.3,"F9 V","F",9,"V",6.68,5.04,46.9,0.54,22879
12413,"NN 3003",,"00 04 56.6","+23 16 11",0.38,91.5,,"G9 V","G",9,"V",7.82,5.78,39,0.74,225261
13442,"Gl 231.1","A","06 17 16.0","+05 05 58",0.261,306.7,9.6,"F9 V","F",9,"V",5.7,4.63,61,0.6,43587
13454,"Wo 9212","A","06 27 10.9","-25 51 23",0.29,220,35.8,"F9 V","F",9,"V",6.07,3.79,35,0.53,45588
13597,"NN 3449","A","07 32 05.9","-08 52 53",0.185,209.9,55,"F9 V","F",9,"V",5.9,4.21,46,0.54,59984
13643,"Gl 291","A","07 51 45.9","-13 53 50",0.35,191,-21.5,"F9 V","F",9,"V",5.72,4.71,62.7,0.57,64096
13839,"Gl 334.2",,"09 08 50.8","+33 52 55",0.222,237.6,26.8,"F9 V","F",9,"V",5.93,4.51,52,0.6,78366
13858,"Gl 337.1",,"09 14 21.0","+61 25 27",0.033,191.3,-14.6,"F9 V","F",9,"V",5.13,3.87,56,0.58,79028
16111,"Gl 895.4",,"23 31 22.5","+59 09 57",1.108,84.3,-24.3,"K0 V","K",0,"V",6.74,5.48,56.1,0.83,221354
16093,"Wo 9822",,"23 19 58.0","+28 52 03",0.747,97,-53,"K1 V","K",1,"V",8.89,6.05,27,0.81,219953
16095,"Gl 894.4",,"23 21 36.6","+44 05 50",0.669,70.3,4.4,"K1 V","K",1,"V",7.36,5.85,50,0.8,220182
16091,"Gl 894.2","B","23 19 06.8","-13 27 15",0.321,106.1,10.3,"K2 V","K",2,"V",7.61,6.15,51,0.91,
16096,"Gl 894.5",,"23 23 04.4","-10 45 48",0.522,59.4,35.9,"K2 V","K",2,"V",7.8,6.68,59.7,0.89,220339
16089,"GJ 1283",,"23 19 05.1","-60 31 12",0.087,247.7,,"K4 V","K",4,"V",8.97,7.42,49,1.15,219764
12694,"Gl 59.1",,"01 34 33.1","+68 56 57",0.399,288.1,-33.4,"G6 V","G",6,"V",6.53,5.15,53,0.68,9407
16106,"Gl 895.3",,"23 29 33.7","-47 02 06",0.21,105,-4,"K7 V","K",7,"V",10.21,8.64,48.6,1.31,
12702,"Gl 61",,"01 36 47.7","+41 24 22",0.415,204.4,-28.7,"F8 V","F",8,"V",4.09,2.88,57.4,0.54,9826
12725,"NN 3109",,"01 42 29.5","-53 44 23",0.202,119.9,12.9,"F8 V","F",8,"V",5.52,4.14,53,0.53,10647
12692,"Gl 59","A","01 33 16.0","-24 10 39",0.317,119.7,-49.1,"G8 V","G",8,"V",6.97,6.21,70.4,0.76,9540
14014,"NN 3589",,"10 14 30.0","+21 10 07",0.166,237.5,16.8,"F9 V","F",9,"V",6.03,4.34,46,0.55,88737
14043,"Gl 392","A","10 28 03.5","+48 47 08",0.886,175,-6.8,"F9 V","F",9,"V",6.44,5.02,51.9,0.6,90508
14169,"Gl 421.1","B","11 16 04.1","+52 46 34",0.191,73.6,-42.4,"F9 V","F",9,"V",8.03,5.1,26,0.6,
14261,"Gl 449",,"11 50 41.3","+01 45 53",0.789,110.4,4.3,"F9 V","F",9,"V",3.61,3.58,98.8,0.55,102870
14456,"Gl 496.1",,"13 04 57.0","-52 26 33",1.151,224.9,37.8,"K9 V","K",9,"V",9.06,7.52,49.3,1.37,113538
14535,"NN 3788",,"13 31 40.0","-02 19 00",0.88,287.5,-53.3,"G9 V","G",9,"V",7.36,5.72,47,0.78,117635
14638,"Wo 9468",,"14 10 02.6","-61 31 19",0.817,215.2,40.7,"G9 V","G",9,"V",9.68,7.82,42.5,0.78,123505
14770,"NN 3876",,"14 50 20.7","+82 30 48",0.284,144.3,-44,"F9 V","F",9,"V",5.64,4.7,65,0.68,133002
14812,"Wo 9512","B","15 12 09.4","-52 06 26",0.123,232.6,-10.5,"F9 V","F",9,"V",6.69,3.76,26,0.5,134483
14897,"Gl 602",,"15 52 40.8","+42 27 04",0.765,35,-56.4,"F9 V","F",9,"V",4.61,3.41,57.5,0.57,142373
14933,"Wo 9543","A","16 05 39.0","-32 51 47",0.426,237,-26.4,"G9 V","G",9,"V",8.34,6.4,41,0.82,144179
15101,"Gl 654.1",,"17 05 16.9","+00 42 11",0.335,183.1,-15.8,"F9 V","F",9,"V",6,4.54,51,0.58,154417
15165,"Gl 673.1",,"17 26 22.4","-24 10 33",0.118,180,-37.2,"A9 V","A",9,"V",4.17,2.4,44.2,0.28,157792
15151,"Gl 668.1",,"17 19 59.7","-05 55 03",0.186,168.9,-33.1,"G9 V","G",9,"V",6.32,5.97,85,0.85,156826
12718,"Gl 67",,"01 41 47.4","+42 36 48",0.826,100.4,3.1,"G1.5 V","G",1,"V",4.95,4.27,73.1,0.62,10307
16172,"GJ 1291","AB","23 50 15.3","-29 24 06",0.192,83.4,,"K1 V","K",1,"V",7.94,5.95,40,0.84,223515
16188,"NN 4375",,"23 55 04.0","+28 38 01",0.578,86.3,-18.1,"K1 V","K",1,"V",7.38,5,34,1.01,224085
12719,"Gl 67.1",,"01 37 56.0","-82 58 30",0.18,44,5.4,"G2 V","G",2,"V",5.88,4.7,58,0.61,10800
16180,"Gl 909","A","23 52 24.9","+75 32 38",0.309,79.6,1.7,"K3 V","K",3,"V",6.4,6.32,96.5,0.98,223778
16191,"NN 4377",,"23 56 10.9","-39 03 09",0.285,131.1,,"K3 V","K",3,"V",8.21,6.57,47,0.96,224228
12715,"Wo 9059",,"01 41 37.3","+66 54 37",0.748,110.3,14.4,"G5 V","G",5,"V",7.68,5.14,31,0.68,10145
12720,"Gl 67.2",,"01 41 34.0","-45 25 11",0.247,90.2,-4.5,"G5 V","G",5,"V",9.3,7.92,52.9,0.69,10513
16208,"Gl 914","B","00 02 10.1","+27 04 52",1.305,139.7,,"K6 V","K",6,"V",9,8.5,79.6,,
16153,"Wo 9836","A","23 42 43.5","-14 32 42",0.116,122.6,-2.1,"B9 V","B",9,"V",4.48,2.5,39.7,-0.04,222661
15391,"Gl 738","A","18 57 01.5","+32 54 07",0.224,135.3,-45.8,"F9 V","F",9,"V",5.34,4.1,56.5,0.59,176051
15612,"Gl 793.1",,"20 32 52.0","+41 53 52",0.486,340.6,-6.1,"G9 V","G",9,"V",7.09,5.63,51.1,0.79,195987
14175,"Gl 423","A","11 18 10.8","+31 31 43",0.727,216.2,-15.9,"G0 Ve","G",0,"V",4.33,4.24,96,0.59,98231
14176,"Gl 423","B","11 18 10.8","+31 31 43",0.727,216.2,-13.6,"G0 Ve","G",0,"V",4.8,4.7,96,,98230
15028,"Gl 631",,"16 36 21.8","-02 19 31",0.552,124.6,-12.1,"K0 Ve","K",0,"V",5.75,5.64,95.1,0.82,149661
15539,"Gl 773.2",,"19 57 13.7","+29 49 25",0.262,19.7,-29.6,"K0 Ve","K",0,"V",7.9,5.8,38,0.8,189087
12886,"GJ 1049",,"02 39 00.7","-58 11 12",0.038,333,,"M0 Ve","M",0,"V",9.65,9.08,77,1.39,
13859,"Gl 338","A","09 14 22.8","+52 41 11",1.662,249.6,13.7,"M0 Ve","M",0,"V",7.62,8.67,162.5,1.39,79210
13860,"Gl 338","B","09 14 24.8","+52 41 12",1.69,246.9,14.7,"M0 Ve","M",0,"V",7.71,8.76,162.5,1.42,79211
14196,"Gl 428","B","11 24 39.9","-61 38 51",0.49,277.1,4.5,"M0 Ve","M",0,"V",8.3,8.1,90.9,,
14280,"Gl 452.4",,"11 54 57.6","+28 44 16",0.361,145,-7,"M0 Ve","M",0,"V",10.52,8.64,42,1.39,
14346,"Gl 462",,"12 21 54.0","+42 08 02",0.548,162.7,15.4,"M0 Ve","M",0,"V",9.45,8.95,79.5,1.36,107596
14443,"Gl 490","A","12 57 40.2","+35 13 31",0.26,244,-6.9,"M0 Ve","M",0,"V",10.68,9.06,47.4,1.44,
14974,"Gl 617","A","16 16 42.8","+67 14 18",0.51,280.3,-19.9,"M0 Ve","M",0,"V",8.6,8.33,88.3,1.41,147379
15649,"Gl 803",,"20 45 09.7","-31 20 27",0.441,142.1,-7.1,"M0 Ve","M",0,"V",8.81,8.95,106.9,1.42,197481
15734,"Gl 825",,"21 17 15.3","-38 52 03",3.453,250.8,28.2,"M0 Ve","M",0,"V",6.67,8.73,258.6,1.41,202560
12913,"Gl 113","AB","02 48 09.4","+27 04 04",0.304,115.7,11.1,"K1 Ve","K",1,"V",7.61,5.92,46,0.83,17382
13148,"Gl 166","A","04 15 16.1","-07 39 12",4.083,213.1,-42.7,"K1 Ve","K",1,"V",4.43,6.01,207.1,0.82,26965
13362,"Gl 211",,"05 41 20.6","+53 28 53",0.512,178,1.8,"K1 Ve","K",1,"V",6.23,5.82,82.7,0.84,37394
15706,"Gl 819","A","21 07 10.6","-13 55 19",0.392,93.9,-34,"K1 Ve","K",1,"V",7.15,6.32,68.1,0.9,200968
13429,"Gl 229",,"06 10 34.5","-21 51 54",0.737,190.2,5.2,"M1 Ve","M",1,"V",8.14,9.35,174.9,1.5,42581
14263,"Gl 450",,"11 51 08.0","+35 16 21",0.35,321,0.5,"M1 Ve","M",1,"V",9.73,10.19,123.5,1.51,
12817,"Gl 92",,"02 17 03.6","+34 13 28",1.179,101.2,-6.6,"G0 Ve","G",0,"V",4.87,4.83,98.1,0.61,13974
15197,"Gl 685",,"17 35 34.3","+61 40 53",0.573,153.3,-16.3,"M1 Ve","M",1,"V",9.97,9.23,71.1,1.47,
12528,"Gl 28",,"00 40 48.9","+40 11 12",0.746,152.4,-64.2,"K2 Ve","K",2,"V",7.36,6.2,58.5,0.94,3765
14000,"Gl 380",,"10 11 22.0","+49 27 16",1.454,248.9,-25.4,"K2 Ve","K",2,"V",6.59,8.23,213.2,1.36,88230
13249,"GJ 2036","A","04 53 29.9","-55 51 08",0.13,59,,"M2 Ve","M",2,"V",11.13,11,95,1.57,
14127,"Gl 411",,"11 03 20.6","+35 58 09",4.807,186.8,-84.3,"M2 Ve","M",2,"V",7.48,10.48,397.3,1.51,95735
14131,"Gl 412","A","11 05 28.7","+43 31 35",4.528,282.1,68.8,"M2 Ve","M",2,"V",8.74,10.12,188.8,1.54,
13525,"Gl 259",,"07 01 14.2","-25 56 54",0.207,79.7,12.6,"K0 Ve","K",0,"V",6.71,6.06,74,0.89,52698
15671,"Gl 809",,"20 53 20.0","+62 09 17",0.772,180.5,-17,"M2 Ve","M",2,"V",8.55,9.18,133.5,1.48,199305
13619,"Gl 282","A","07 39 59.2","-03 35 55",0.297,165.7,-21.1,"K2 Ve","K",2,"V",7.2,6.55,74.3,0.96,61606
15813,"GJ 1264",,"21 49 05.9","-72 06 12",0.464,132,,"M2 Ve","M",2,"V",9.8,9.8,98,1.46,
16038,"Gl 887",,"23 05 52.4","-35 51 12",6.896,79.1,9.5,"M2 Ve","M",2,"V",7.34,9.61,284.3,1.49,217987
16109,"GJ 1284",,"23 30 13.2","-20 23 24",0.355,121,,"M2 Ve","M",2,"V",11.16,11,92,1.51,
16167,"Gl 908",,"23 49 13.0","+02 24 06",1.37,133.4,-71.3,"M2 Ve","M",2,"V",8.98,10.23,177.9,1.48,
13907,"Gl 349",,"09 29 55.2","+05 39 18",0.519,281.9,27.6,"K3 Ve","K",3,"V",7.2,6.94,88.6,1,82106
14206,"Gl 429.4",,"11 30 34.7","-57 08 02",0.557,272.7,-2.7,"K4 Ve","K",4,"V",8.33,6.82,50,1.06,304391
14584,"Gl 526",,"13 45 44.1","+14 53 28",2.325,129.8,16.1,"M4 Ve","M",4,"V",8.46,9.78,184,1.44,119850
13546,"Gl 268",,"07 10 01.6","+38 31 49",1.052,207.9,37.9,"M4.5 Ve","M",4.5,"V",11.49,12.57,164.6,1.71,
14233,"Gl 435",,"11 41 02.0","-44 24 21",0.695,289.4,13.3,"K5 Ve","K",5,"V",7.77,7.28,79.8,1.06,101581
13002,"Gl 137",,"03 19 21.6","+03 22 13",0.284,70.1,18.9,"G5 Ve","G",5,"V",4.82,4.92,104.5,0.68,20630
14758,"Gl 566","B","14 51 23.5","+19 06 01",0.171,127.2,3.1,"K4 Ve","K",4,"V",6.97,7.84,149.1,1.16,
13335,"Gl 204.1",,"05 27 39.1","-60 25 01",0.189,232.2,12.9,"G5 Ve","G",5,"V",6.99,5.44,49,0.77,36435
14775,"Gl 570","A","14 57 27.6","-21 24 58",2.025,149.1,29.1,"K5 Ve","K",5,"V",5.75,6.96,174.2,1.1,131977
15017,"Gl 629.2","A","16 34 42.8","-04 13 44",0.704,193.3,-171.6,"G5 Ve","G",5,"V",9.62,8.15,50.9,0.74,149414
15271,"Gl 702","B","18 05 27.7","+02 29 59",1.135,167.1,-10,"K5 Ve","K",5,"V",6,7.49,199,1.15,
15708,"Gl 820","A","21 06 54.6","+38 44 46",5.22,52.4,-64.8,"K5 Ve","K",5,"V",5.21,7.51,288.7,1.18,201091
15865,"Gl 845",,"22 03 21.6","-56 47 12",4.7,122.9,-40.4,"K5 Ve","K",5,"V",4.69,6.99,288.9,1.06,209100
15975,"Gl 868",,"22 40 43.5","-29 40 27",0.401,94.3,1,"K5 Ve","K",5,"V",7.82,7.02,69.1,1.13,214749
16023,"Gl 879",,"22 56 23.6","-31 33 53",0.36,114.6,9,"K5 Ve","K",5,"V",6.48,7.02,128.1,1.1,216803
15129,"Gl 663","A","17 15 20.7","-26 36 05",1.235,203.6,0.5,"K1 Ve","K",1,"V",5.07,6.44,187.6,0.85,155886
15130,"Gl 663","B","17 15 20.8","-26 36 12",1.231,202,0.9,"K1 Ve","K",1,"V",5.11,6.48,187.6,0.86,155885
15134,"Gl 664",,"17 16 13.7","-26 32 49",1.222,203.1,-0.1,"K5 Ve","K",5,"V",6.33,7.63,182,1.16,156026
15270,"Gl 702","A","18 05 27.7","+02 29 59",1.135,167.1,-6.9,"K0 Ve","K",0,"V",4.21,5.7,199,0.86,165341
15327,"Gl 719",,"18 33 56.1","+51 43 09",0.376,151,-24.5,"K6 Ve","K",6,"V",8.1,6.9,58,1.22,234677
12469,"Gl 15","B","00 18 22.8","+44 01 24",2.912,81.8,11.3,"M6 Ve","M",6,"V",11.06,13.37,289.5,1.79,
12864,"Gl 103",,"02 34 22.1","-43 47 45",0.297,168.5,41.9,"K7 Ve","K",7,"V",8.85,8.55,87.2,1.39,16157
14051,"Gl 394",,"10 30 25.2","+55 59 59",0.185,258.1,9.1,"K7 Ve","K",7,"V",8.69,7.98,72.1,1.33,237903
15284,"Gl 707",,"18 12 21.6","-43 26 41",0.442,162.8,-2,"K7 Ve","K",7,"V",8.37,7.53,68,1.31,166348
15709,"Gl 820","B","21 06 54.6","+38 44 46",5.22,52.4,-64.3,"K7 Ve","K",7,"V",6.03,8.33,288.7,1.37,201092
13207,"Gl 172",,"04 37 40.7","+52 53 37",0.556,145.2,32.9,"K8 Ve","K",8,"V",8.61,8.58,98.5,1.4,232979
13325,"Gl 202",,"05 24 25.2","+17 22 59",0.245,92.8,38.1,"F8 Ve","F",8,"V",4.99,4.06,65.2,0.53,35296
14232,"Gl 434",,"11 41 02.7","+34 12 03",0.386,181.9,-5.9,"G8 Ve","G",8,"V",5.33,5.65,116,0.72,101501
14757,"Gl 566","A","14 51 23.5","+19 06 01",0.171,127.2,2.2,"G8 Ve","G",8,"V",4.7,5.57,149.1,0.73,131156
13648,"GJ 1104",,"07 53 33.5","+30 36 20",1.972,158.4,-235,"G2 VI","G",2,"VI",8.3,6.52,44.1,0.61,64090
14874,"GJ 1195",,"15 43 02.5","-10 56 02",1.166,254.9,-171.4,"F3 VI","F",3,"VI",7.22,5.2,39.4,0.49,140283
14808,"Gl 579.2","A","15 10 12.6","-16 22 47",3.674,196.1,294.3,"K0 VI","K",0,"VI",9.08,7.08,39.9,0.77,134439
14809,"Gl 579.2","B","15 10 12.7","-16 27 48",3.677,196,308,"K2 VI","K",2,"VI",9.45,7.45,39.9,0.86,134440
14267,"Gl 451","A","11 52 58.6","+37 43 10",7.053,145.4,-99.1,"G8 VI","G",8,"VI",6.45,6.77,116,0.75,103095
12625,"Gl 53","A","01 08 16.7","+54 55 11",3.77,114.7,-98.1,"G5 VI","G",5,"VI",5.17,5.81,134.5,0.69,6582
14326,"NN 3714",,"12 12 28.8","+39 40 30",0.239,130,,"M2 V","M",2,"V",11.41,9.9,50,1.51,
15176,"Gl 677","A","17 29 19.8","+29 23 28",0.341,214.5,-8.6,"dM0   J","M",0,,9.55,7.97,48.2,1.15,
15393,"NN 4090","A","18 56 16.0","+54 31 51",0.32,178,,"dM0","M",0,,10.44,8.56,42,1.38,
16019,"NN 4304","A","22 55 57.1","+05 45 18",0.448,128,,"dM0","M",0,,11.26,9.53,45,1.45,
16018,"NN 4303",,"22 55 29.2","-52 18 04",0.175,128,,"M4","M",4,,11.49,9.61,42,1.45,
12837,"NN 3155",,"02 21 44.1","-06 52 47",0.311,77.7,,"K0","K",0,,8.98,6.99,40,1.08,
15035,"Wo 9572",,"16 39 50.0","+05 30 26",0.336,162.4,51,"K2","K",2,,8.67,6.2,32,0.89,150281
12805,"Gl 89",,"02 12 54.1","-30 43 28",0.019,55.8,10,"A2 Vn","A",2,,5.28,4.3,63,-0.02,13709
14216,"Gl 432","A","11 34 29.1","-32 49 54",1.061,320.8,-22.6,"K0 V","K",0,"V",5.98,6.02,101.7,0.81,100623
12771,"NN 3128",,"02 02 14.6","+10 20 11",0.715,246.4,,"m",,,,15.61,15.86,112,2.02,
12764,"Gl 83",,"01 58 46.6","-61 34 14",0.27,83,15.2,"F0 V","F",0,"V",2.86,0.85,39.6,0.28,12311
12776,"Gl 83.4","B","02 03 55.5","-45 24 47",0.333,78.6,,,,,,11.5,9.3,37,,
12777,"NN 3132",,"02 04 27.6","-01 52 57",0.832,224.2,,"m",,,,13.9,12.2,46,,
15043,"Gl 635","B","16 41 17.2","+31 36 08",0.614,309.9,,"K0 V","K",0,"V",5.4,5.4,99,,
13889,"GJ 1124",,"09 22 25.5","+40 12 04",0.507,223,-43,"K2 V","K",2,"V",7.63,6.3,54.1,0.99,80715
14847,"Gl 586","A","15 28 09.6","-09 20 51",0.365,168.5,8.2,"K2 V","K",2,"V",6.92,5.87,61.8,0.81,137763
12782,"NN 3134",,"02 07 10.3","+64 17 14",0.284,125,,"m",,,,14.31,12.72,48,,
14848,"Gl 586","B","15 28 12.7","-09 21 27",0.379,165.5,8,"K2 V","K",2,"V",7.58,6.53,61.8,0.92,137778
12785,"Gl 84.2","B","02 06 57.9","+45 11 06",0.51,147.9,,,,,,14.2,12.9,55.3,,
12790,"NN 3137",,"02 29 21.5","+88 24 09",0.433,348,,"m",,,,12.89,11.34,49,,
12791,"Gl 85",,"02 07 23.2","-66 34 10",1.798,77.7,-33,"m",,,,11.52,9.97,49,1.53,
12796,"GJ 1042",,"02 11 21.1","+39 55 17",1.144,115.7,29,"DZ7",,,,14.52,13.38,59.2,0.33,
12825,"NN 3150",,"02 19 02.4","+23 52 48",0.289,108,,"m",,,,14.17,12.53,47,,
12828,"NN 3151","A","02 20 25.6","+37 47 28",0.35,101,,"m",,,,12.68,10.69,40,,
12829,"NN 3152","B","02 20 25.6","+37 47 28",0.35,101,,"k",,,,16.7,14.7,40,,
12830,"GJ 1047","A","02 21 04.3","+36 53 01",0.919,128.3,,"m",,,,14.05,12.38,46.3,1.68,
12831,"GJ 1047","B","02 21 04.3","+36 53 01",0.919,128.3,,"m",,,,14.05,12.38,46.3,,
12832,"GJ 1047","C","02 21 02.3","+36 52 43",0.919,128.3,,"m",,,,14.26,12.59,46.3,1.7,
12833,"NN 3153",,"02 20 46.1","+02 58 29",0.288,153,,"m",,,,14.78,12.8,41,1.69,
12840,"NN 3156",,"02 24 46.2","+25 58 32",0.191,228,,"m",,,,11.62,9.58,39,,
12841,"NN 3157",,"02 25 38.0","+37 32 33",0.276,103,,"m",,,,14.05,12.63,52,,
12845,"NN 3158",,"02 28 05.9","+03 10 41",0.845,180.5,,"m",,,,17.46,15.73,45.1,2.06,
12846,"NN 3159",,"02 28 17.6","+01 26 29",0.296,112,,"m",,,,13.05,11.22,43,,
12848,"Gl 99","B","02 28 46.5","+32 15 35",0.421,72,,,,,,10.5,8,32.2,,
12852,"Gl 100","B","02 29 02.4","-19 58 46",0.689,70.6,,,,,,11.4,9.9,49,,
12857,"Gl 101.1",,"02 31 08.5","-46 41 24",0.29,177,34.5,"m",,,,11.27,10.3,64,1.03,
12859,"NN 3162",,"02 32 38.5","-14 11 53",0.693,174.6,,"DC",,,,15.76,14.81,64.6,0.75,
12862,"NN 3164",,"02 33 59.7","+41 46 49",0.303,74,,"m",,,,13.62,11.68,41,,
12953,"NN 3196","A","03 03 40.6","-12 50 30",0.262,112,,"k-m",,,,13.37,11.78,48,,
12954,"NN 3197","B","03 03 47.6","-12 51 18",0.262,112,,"k-m",,,,13.5,11.91,48,,
12960,"NN 3201",,"03 08 23.6","+43 02 06",0.558,139.8,,"m",,,,14.7,12.7,40.7,1.5,
12965,"GJ 1054","B","03 07 53.2","-28 14 09",0.376,250,,"m+",,,,13.09,11.4,46,1.64,
12966,"NN 3203",,"03 08 05.3","-24 46 02",0.333,64,,"m",,,,9.5,8.7,68,,
12968,"GJ 1055",,"03 09 00.3","+10 01 26",0.646,153.1,,"m",,,,14.85,14.48,84.2,1.72,
12973,"Gl 126",,"03 11 15.5","-46 31 06",0.44,25,,"m",,,,11.52,10.88,74.6,1.44,
12978,"Gl 127.1","B","03 10 31.9","-68 35 58",0.08,130,,,,,,14.73,14.37,84.9,0.62,
12980,"Gl 128","B","03 12 46.3","-01 11 45",0.202,108.2,,,,,,11.5,10.1,53.3,,
12982,"GJ 1057",,"03 13 22.5","+04 46 28",1.706,86.4,,"m",,,,13.8,14.16,118.1,1.82,
12984,"NN 3208",,"03 14 12.1","+28 40 41",0.836,158.1,,"m",,,,16.77,15.9,67,2.15,
12986,"NN 3210",,"03 12 43.0","-54 06 53",0.081,163,,"DZ7",,,,14.75,14.55,91,0.52,
12987,"NN 3211",,"03 14 21.1","+00 39 14",0.06,297,,,,,,10.9,10.1,70.1,,
13018,"Gl 140","C","03 24 13.1","+23 46 23",0.227,122,,"m",,,,11.89,10.78,60,1.5,
13020,"Gl 140.1","B","03 23 15.1","-49 59 45",0.363,35.1,-12,"k",,,,10.32,8.54,44,1.39,
13023,"NN 3223",,"03 25 10.9","-01 49 12",0.903,163.8,,"DZ9",,,,16.12,15.08,62,0.8,
13024,"NN 3224",,"03 25 42.5","+05 51 52",0.21,228,,"m+",,,,14.7,14.13,77,,
13025,"NN 3225",,"03 26 44.9","+19 14 34",0.2,176,,"m",,,,14.96,13.85,60,,
13029,"NN 3227",,"03 28 49.6","+26 29 14",0.237,115,,"m",,,,13.4,12.1,55,,
13031,"NN 3228","A","03 28 38.7","-15 37 22",0.214,82,,"m",,,,14.28,12.45,43,,
13032,"NN 3229","B","03 28 38.7","-15 37 34",0.214,82,,"m",,,,14.37,12.54,43,,
13040,"Gl 143.2","B","03 29 28.6","-62 56 46",0.524,44.9,,"m",,,,10.75,9.53,56.9,1.42,
13045,"NN 3234",,"03 34 57.2","+28 15 26",0.528,121.9,,"m",,,,16.67,14.41,35.3,1.94,
